pfn,tot_access_count,tlb_hit,tlb_tot_miss,tlb_miss_pt_hit,tlb_miss_pt_miss,tlb_miss_pt_miss_outstand,tlb_miss_pt_miss_pending
531199,2304,0,0,0,0,0,0
531200,2304,0,0,0,0,0,0
531201,2304,0,0,0,0,0,0
531202,2304,0,0,0,0,0,0
531203,2304,0,0,0,0,0,0
531204,2304,0,0,0,0,0,0
531205,2304,0,0,0,0,0,0
531206,2304,0,0,0,0,0,0
531207,2304,0,0,0,0,0,0
531208,2304,0,0,0,0,0,0
531209,2304,0,0,0,0,0,0
531210,2304,0,0,0,0,0,0
531211,2304,0,0,0,0,0,0
531212,2304,0,0,0,0,0,0
531213,2304,0,0,0,0,0,0
531214,2304,0,0,0,0,0,0
531215,2304,0,0,0,0,0,0
531216,2304,0,0,0,0,0,0
531217,2304,0,0,0,0,0,0
531218,2304,0,0,0,0,0,0
531219,2304,0,0,0,0,0,0
531220,2304,0,0,0,0,0,0
531221,2304,0,0,0,0,0,0
531222,2304,0,0,0,0,0,0
531223,2304,0,0,0,0,0,0
531224,2304,0,0,0,0,0,0
531225,2304,0,0,0,0,0,0
531226,2304,0,0,0,0,0,0
531227,2304,0,0,0,0,0,0
531228,2304,0,0,0,0,0,0
531229,2304,0,0,0,0,0,0
531230,2304,0,0,0,0,0,0
531231,2304,0,0,0,0,0,0
531232,2304,0,0,0,0,0,0
531233,2304,0,0,0,0,0,0
531234,2304,0,0,0,0,0,0
531235,2304,0,0,0,0,0,0
531236,2304,0,0,0,0,0,0
531237,2304,0,0,0,0,0,0
531238,2304,0,0,0,0,0,0
531239,2304,0,0,0,0,0,0
531240,2304,0,0,0,0,0,0
531241,2304,0,0,0,0,0,0
531242,2304,0,0,0,0,0,0
531243,2304,0,0,0,0,0,0
531244,2304,0,0,0,0,0,0
531245,2304,0,0,0,0,0,0
531246,2304,0,0,0,0,0,0
531247,2304,0,0,0,0,0,0
531248,2304,0,0,0,0,0,0
531249,2304,0,0,0,0,0,0
531250,2304,0,0,0,0,0,0
531251,2304,0,0,0,0,0,0
531252,2304,0,0,0,0,0,0
531253,2304,0,0,0,0,0,0
531254,2304,0,0,0,0,0,0
531255,2304,0,0,0,0,0,0
531256,2304,0,0,0,0,0,0
531257,2304,0,0,0,0,0,0
531258,2304,0,0,0,0,0,0
531259,2304,0,0,0,0,0,0
531260,2304,0,0,0,0,0,0
531261,2304,0,0,0,0,0,0
531262,2304,0,0,0,0,0,0
531263,2304,0,0,0,0,0,0
531264,2304,0,0,0,0,0,0
531265,2304,0,0,0,0,0,0
531266,2304,0,0,0,0,0,0
531267,2304,0,0,0,0,0,0
531268,2304,0,0,0,0,0,0
531269,2304,0,0,0,0,0,0
531270,2304,0,0,0,0,0,0
531271,2304,0,0,0,0,0,0
531272,2304,0,0,0,0,0,0
531273,2304,0,0,0,0,0,0
531274,2304,0,0,0,0,0,0
531275,2304,0,0,0,0,0,0
531276,2304,0,0,0,0,0,0
531277,2304,0,0,0,0,0,0
531278,2304,0,0,0,0,0,0
531279,2304,0,0,0,0,0,0
531280,2304,0,0,0,0,0,0
531281,2304,0,0,0,0,0,0
531282,2304,0,0,0,0,0,0
531283,2304,0,0,0,0,0,0
531284,2304,0,0,0,0,0,0
531285,2304,0,0,0,0,0,0
531286,2304,0,0,0,0,0,0
531287,2304,0,0,0,0,0,0
531288,2304,0,0,0,0,0,0
531289,2304,0,0,0,0,0,0
531290,2304,0,0,0,0,0,0
531291,2304,0,0,0,0,0,0
531292,2304,0,0,0,0,0,0
531293,2304,0,0,0,0,0,0
531294,2304,0,0,0,0,0,0
531295,2304,0,0,0,0,0,0
531296,2304,0,0,0,0,0,0
531297,2304,0,0,0,0,0,0
531298,2304,0,0,0,0,0,0
531299,2304,0,0,0,0,0,0
531300,2304,0,0,0,0,0,0
531301,2304,0,0,0,0,0,0
531302,2304,0,0,0,0,0,0
531303,2304,0,0,0,0,0,0
531304,2304,0,0,0,0,0,0
531305,2304,0,0,0,0,0,0
531306,2304,0,0,0,0,0,0
531307,2304,0,0,0,0,0,0
531308,2304,0,0,0,0,0,0
531309,2304,0,0,0,0,0,0
531310,2304,0,0,0,0,0,0
531311,2304,0,0,0,0,0,0
531312,2304,0,0,0,0,0,0
531313,2304,0,0,0,0,0,0
531314,2304,0,0,0,0,0,0
531315,2304,0,0,0,0,0,0
531316,2304,0,0,0,0,0,0
531317,2304,0,0,0,0,0,0
531318,2304,0,0,0,0,0,0
531319,2304,0,0,0,0,0,0
531320,2304,0,0,0,0,0,0
531321,2304,0,0,0,0,0,0
531322,2304,0,0,0,0,0,0
531323,2304,0,0,0,0,0,0
531324,2304,0,0,0,0,0,0
531325,2304,0,0,0,0,0,0
531326,2304,0,0,0,0,0,0
531327,2304,0,0,0,0,0,0
531328,2304,0,0,0,0,0,0
531329,2304,0,0,0,0,0,0
531330,2304,0,0,0,0,0,0
531331,2304,0,0,0,0,0,0
531332,2304,0,0,0,0,0,0
531333,2304,0,0,0,0,0,0
531334,2304,0,0,0,0,0,0
531335,2304,0,0,0,0,0,0
531336,2304,0,0,0,0,0,0
531337,2304,0,0,0,0,0,0
531338,2304,0,0,0,0,0,0
531339,2304,0,0,0,0,0,0
531340,2304,0,0,0,0,0,0
531341,2304,0,0,0,0,0,0
531342,2304,0,0,0,0,0,0
531343,2304,0,0,0,0,0,0
531344,2304,0,0,0,0,0,0
531345,2304,0,0,0,0,0,0
531346,2304,0,0,0,0,0,0
531347,2304,0,0,0,0,0,0
531348,2304,0,0,0,0,0,0
531349,2304,0,0,0,0,0,0
531350,2304,0,0,0,0,0,0
531351,2304,0,0,0,0,0,0
531352,2304,0,0,0,0,0,0
531353,2304,0,0,0,0,0,0
531354,2304,0,0,0,0,0,0
531355,2304,0,0,0,0,0,0
531356,2304,0,0,0,0,0,0
531357,2304,0,0,0,0,0,0
531358,2304,0,0,0,0,0,0
531359,2304,0,0,0,0,0,0
531360,2304,0,0,0,0,0,0
531361,2304,0,0,0,0,0,0
531362,2304,0,0,0,0,0,0
531363,2304,0,0,0,0,0,0
531364,2304,0,0,0,0,0,0
531365,2304,0,0,0,0,0,0
531366,2304,0,0,0,0,0,0
531367,2304,0,0,0,0,0,0
531368,2304,0,0,0,0,0,0
531369,2304,0,0,0,0,0,0
531370,2304,0,0,0,0,0,0
531371,2304,0,0,0,0,0,0
531372,2304,0,0,0,0,0,0
531373,2304,0,0,0,0,0,0
531374,2304,0,0,0,0,0,0
531375,2304,0,0,0,0,0,0
531376,2304,0,0,0,0,0,0
531377,2304,0,0,0,0,0,0
531378,2304,0,0,0,0,0,0
531379,2304,0,0,0,0,0,0
531380,2304,0,0,0,0,0,0
531381,2272,0,0,0,0,0,0
531382,2176,0,0,0,0,0,0
531383,2176,0,0,0,0,0,0
531384,2176,0,0,0,0,0,0
531385,2176,0,0,0,0,0,0
531386,2176,0,0,0,0,0,0
531387,2176,0,0,0,0,0,0
531388,2176,0,0,0,0,0,0
531389,2176,0,0,0,0,0,0
531390,2176,0,0,0,0,0,0
531391,2176,0,0,0,0,0,0
531392,2176,0,0,0,0,0,0
531393,2176,0,0,0,0,0,0
531394,2176,0,0,0,0,0,0
531395,2176,0,0,0,0,0,0
531396,2176,0,0,0,0,0,0
531397,2176,0,0,0,0,0,0
531398,2176,0,0,0,0,0,0
531399,2176,0,0,0,0,0,0
531400,2176,0,0,0,0,0,0
531401,2176,0,0,0,0,0,0
531402,2176,0,0,0,0,0,0
531403,2176,0,0,0,0,0,0
531404,2176,0,0,0,0,0,0
531405,2176,0,0,0,0,0,0
531406,2176,0,0,0,0,0,0
531407,2176,0,0,0,0,0,0
531408,2176,0,0,0,0,0,0
531409,2176,0,0,0,0,0,0
531410,2176,0,0,0,0,0,0
531411,2176,0,0,0,0,0,0
531412,2176,0,0,0,0,0,0
531413,2176,0,0,0,0,0,0
531414,2176,0,0,0,0,0,0
531415,2176,0,0,0,0,0,0
531416,2176,0,0,0,0,0,0
531417,2176,0,0,0,0,0,0
531418,2176,0,0,0,0,0,0
531419,2176,0,0,0,0,0,0
531420,2176,0,0,0,0,0,0
531421,2176,0,0,0,0,0,0
531422,2176,0,0,0,0,0,0
531423,2176,0,0,0,0,0,0
531424,2176,0,0,0,0,0,0
531425,2176,0,0,0,0,0,0
531426,2176,0,0,0,0,0,0
531427,2176,0,0,0,0,0,0
531428,2176,0,0,0,0,0,0
531429,2176,0,0,0,0,0,0
531430,2176,0,0,0,0,0,0
531431,2176,0,0,0,0,0,0
531432,2176,0,0,0,0,0,0
531433,2176,0,0,0,0,0,0
531434,2176,0,0,0,0,0,0
531435,2176,0,0,0,0,0,0
531436,2176,0,0,0,0,0,0
531437,2176,0,0,0,0,0,0
531438,2176,0,0,0,0,0,0
531439,2176,0,0,0,0,0,0
531440,2176,0,0,0,0,0,0
531441,2176,0,0,0,0,0,0
531442,2176,0,0,0,0,0,0
531443,2176,0,0,0,0,0,0
531444,2176,0,0,0,0,0,0
531445,2176,0,0,0,0,0,0
531446,2176,0,0,0,0,0,0
531447,2176,0,0,0,0,0,0
531448,2176,0,0,0,0,0,0
531449,2176,0,0,0,0,0,0
531450,2176,0,0,0,0,0,0
531451,2176,0,0,0,0,0,0
531452,2176,0,0,0,0,0,0
531453,2176,0,0,0,0,0,0
531454,2176,0,0,0,0,0,0
531455,2176,0,0,0,0,0,0
531456,2176,0,0,0,0,0,0
531457,2176,0,0,0,0,0,0
531458,2176,0,0,0,0,0,0
531459,2176,0,0,0,0,0,0
531460,2176,0,0,0,0,0,0
531461,2176,0,0,0,0,0,0
531462,2176,0,0,0,0,0,0
531463,2176,0,0,0,0,0,0
531464,2176,0,0,0,0,0,0
531465,2176,0,0,0,0,0,0
531466,2176,0,0,0,0,0,0
531467,2176,0,0,0,0,0,0
531468,2176,0,0,0,0,0,0
531469,2176,0,0,0,0,0,0
531470,2176,0,0,0,0,0,0
531471,2176,0,0,0,0,0,0
531472,2176,0,0,0,0,0,0
531473,2176,0,0,0,0,0,0
531474,2176,0,0,0,0,0,0
531475,2176,0,0,0,0,0,0
531476,2176,0,0,0,0,0,0
531477,2176,0,0,0,0,0,0
531478,2176,0,0,0,0,0,0
531479,2176,0,0,0,0,0,0
531480,2176,0,0,0,0,0,0
531481,2176,0,0,0,0,0,0
531482,2176,0,0,0,0,0,0
531483,2176,0,0,0,0,0,0
531484,2176,0,0,0,0,0,0
531485,2176,0,0,0,0,0,0
531486,2176,0,0,0,0,0,0
531487,2176,0,0,0,0,0,0
531488,2176,0,0,0,0,0,0
531489,2176,0,0,0,0,0,0
531490,2176,0,0,0,0,0,0
531491,2176,0,0,0,0,0,0
531492,2176,0,0,0,0,0,0
531493,2176,0,0,0,0,0,0
531494,2176,0,0,0,0,0,0
531495,2176,0,0,0,0,0,0
531496,2176,0,0,0,0,0,0
531497,2176,0,0,0,0,0,0
531498,2176,0,0,0,0,0,0
531499,2176,0,0,0,0,0,0
531500,2176,0,0,0,0,0,0
531501,2176,0,0,0,0,0,0
531502,2176,0,0,0,0,0,0
531503,2176,0,0,0,0,0,0
531504,2176,0,0,0,0,0,0
531505,2176,0,0,0,0,0,0
531506,2176,0,0,0,0,0,0
531507,2176,0,0,0,0,0,0
531508,2176,0,0,0,0,0,0
531509,2176,0,0,0,0,0,0
531510,2176,0,0,0,0,0,0
531511,2176,0,0,0,0,0,0
531512,2176,0,0,0,0,0,0
531513,2176,0,0,0,0,0,0
531514,2176,0,0,0,0,0,0
531515,2176,0,0,0,0,0,0
531516,2176,0,0,0,0,0,0
531517,2176,0,0,0,0,0,0
531518,2176,0,0,0,0,0,0
531519,2176,0,0,0,0,0,0
531520,2176,0,0,0,0,0,0
531521,2176,0,0,0,0,0,0
531522,2176,0,0,0,0,0,0
531523,2176,0,0,0,0,0,0
531524,2176,0,0,0,0,0,0
531525,2176,0,0,0,0,0,0
531526,2176,0,0,0,0,0,0
531527,2176,0,0,0,0,0,0
531528,2176,0,0,0,0,0,0
531529,2176,0,0,0,0,0,0
531530,2176,0,0,0,0,0,0
531531,2176,0,0,0,0,0,0
531532,2176,0,0,0,0,0,0
531533,2176,0,0,0,0,0,0
531534,2176,0,0,0,0,0,0
531535,2176,0,0,0,0,0,0
531536,2176,0,0,0,0,0,0
531537,2176,0,0,0,0,0,0
531538,2176,0,0,0,0,0,0
531539,2176,0,0,0,0,0,0
531540,2176,0,0,0,0,0,0
531541,2176,0,0,0,0,0,0
531542,2176,0,0,0,0,0,0
531543,2176,0,0,0,0,0,0
531544,2176,0,0,0,0,0,0
531545,2176,0,0,0,0,0,0
531546,2176,0,0,0,0,0,0
531547,2176,0,0,0,0,0,0
531548,2176,0,0,0,0,0,0
531549,2176,0,0,0,0,0,0
531550,2176,0,0,0,0,0,0
531551,2176,0,0,0,0,0,0
531552,2176,0,0,0,0,0,0
531553,2176,0,0,0,0,0,0
531554,2176,0,0,0,0,0,0
531555,2176,0,0,0,0,0,0
531556,2176,0,0,0,0,0,0
531557,2176,0,0,0,0,0,0
531558,2176,0,0,0,0,0,0
531559,2176,0,0,0,0,0,0
531560,2176,0,0,0,0,0,0
531561,2176,0,0,0,0,0,0
531562,2176,0,0,0,0,0,0
531563,2176,0,0,0,0,0,0
531564,2176,0,0,0,0,0,0
531565,2176,0,0,0,0,0,0
531566,2176,0,0,0,0,0,0
531567,2176,0,0,0,0,0,0
531568,2176,0,0,0,0,0,0
531569,2176,0,0,0,0,0,0
531570,2176,0,0,0,0,0,0
531571,2176,0,0,0,0,0,0
531572,2176,0,0,0,0,0,0
531573,2176,0,0,0,0,0,0
531574,2176,0,0,0,0,0,0
531575,2176,0,0,0,0,0,0
531576,2176,0,0,0,0,0,0
531577,2176,0,0,0,0,0,0
531578,2176,0,0,0,0,0,0
531579,2176,0,0,0,0,0,0
531580,2176,0,0,0,0,0,0
531581,2176,0,0,0,0,0,0
531582,2176,0,0,0,0,0,0
531583,2176,0,0,0,0,0,0
531584,2176,0,0,0,0,0,0
531585,2176,0,0,0,0,0,0
531586,2176,0,0,0,0,0,0
531587,2176,0,0,0,0,0,0
531588,2176,0,0,0,0,0,0
531589,2176,0,0,0,0,0,0
531590,2176,0,0,0,0,0,0
531591,2176,0,0,0,0,0,0
531592,2176,0,0,0,0,0,0
531593,2176,0,0,0,0,0,0
531594,2176,0,0,0,0,0,0
531595,2176,0,0,0,0,0,0
531596,2176,0,0,0,0,0,0
531597,2176,0,0,0,0,0,0
531598,2176,0,0,0,0,0,0
531599,2176,0,0,0,0,0,0
531600,2176,0,0,0,0,0,0
531601,2176,0,0,0,0,0,0
531602,2176,0,0,0,0,0,0
531603,2176,0,0,0,0,0,0
531604,2176,0,0,0,0,0,0
531605,2176,0,0,0,0,0,0
531606,2176,0,0,0,0,0,0
531607,2176,0,0,0,0,0,0
531608,2176,0,0,0,0,0,0
531609,2176,0,0,0,0,0,0
531610,2176,0,0,0,0,0,0
531611,2176,0,0,0,0,0,0
531612,2176,0,0,0,0,0,0
531613,2176,0,0,0,0,0,0
531614,2176,0,0,0,0,0,0
531615,2176,0,0,0,0,0,0
531616,2176,0,0,0,0,0,0
531617,2176,0,0,0,0,0,0
531618,2176,0,0,0,0,0,0
531619,2176,0,0,0,0,0,0
531620,2176,0,0,0,0,0,0
531621,2176,0,0,0,0,0,0
531622,2176,0,0,0,0,0,0
531623,2176,0,0,0,0,0,0
531624,2176,0,0,0,0,0,0
531625,2176,0,0,0,0,0,0
531626,2176,0,0,0,0,0,0
531627,2176,0,0,0,0,0,0
531628,2176,0,0,0,0,0,0
531629,2176,0,0,0,0,0,0
531630,2176,0,0,0,0,0,0
531631,2176,0,0,0,0,0,0
531632,2176,0,0,0,0,0,0
531633,2176,0,0,0,0,0,0
531634,2176,0,0,0,0,0,0
531635,2176,0,0,0,0,0,0
531636,2176,0,0,0,0,0,0
531637,2176,0,0,0,0,0,0
531638,2176,0,0,0,0,0,0
531639,2176,0,0,0,0,0,0
531640,2176,0,0,0,0,0,0
531641,2176,0,0,0,0,0,0
531642,2176,0,0,0,0,0,0
531643,2176,0,0,0,0,0,0
531644,2176,0,0,0,0,0,0
531645,2176,0,0,0,0,0,0
531646,2176,0,0,0,0,0,0
531647,2176,0,0,0,0,0,0
531648,2176,0,0,0,0,0,0
531649,2176,0,0,0,0,0,0
531650,2176,0,0,0,0,0,0
531651,2176,0,0,0,0,0,0
531652,2176,0,0,0,0,0,0
531653,2176,0,0,0,0,0,0
531654,2176,0,0,0,0,0,0
531655,2176,0,0,0,0,0,0
531656,2176,0,0,0,0,0,0
531657,2176,0,0,0,0,0,0
531658,2176,0,0,0,0,0,0
531659,2176,0,0,0,0,0,0
531660,2176,0,0,0,0,0,0
531661,2176,0,0,0,0,0,0
531662,2176,0,0,0,0,0,0
531663,2176,0,0,0,0,0,0
531664,2176,0,0,0,0,0,0
531665,2176,0,0,0,0,0,0
531666,2176,0,0,0,0,0,0
531667,2176,0,0,0,0,0,0
531668,2176,0,0,0,0,0,0
531669,2176,0,0,0,0,0,0
531670,2176,0,0,0,0,0,0
531671,2176,0,0,0,0,0,0
531672,2176,0,0,0,0,0,0
531673,2176,0,0,0,0,0,0
531674,2176,0,0,0,0,0,0
531675,2176,0,0,0,0,0,0
531676,2176,0,0,0,0,0,0
531677,2176,0,0,0,0,0,0
531678,2176,0,0,0,0,0,0
531679,2176,0,0,0,0,0,0
531680,2176,0,0,0,0,0,0
531681,2176,0,0,0,0,0,0
531682,2176,0,0,0,0,0,0
531683,2176,0,0,0,0,0,0
531684,2176,0,0,0,0,0,0
531685,2176,0,0,0,0,0,0
531686,2176,0,0,0,0,0,0
531687,2176,0,0,0,0,0,0
531688,2176,0,0,0,0,0,0
531689,2176,0,0,0,0,0,0
531690,2176,0,0,0,0,0,0
531691,2176,0,0,0,0,0,0
531692,2176,0,0,0,0,0,0
531693,2176,0,0,0,0,0,0
531694,2176,0,0,0,0,0,0
531695,2176,0,0,0,0,0,0
531696,2176,0,0,0,0,0,0
531697,2176,0,0,0,0,0,0
531698,2176,0,0,0,0,0,0
531699,2176,0,0,0,0,0,0
531700,2176,0,0,0,0,0,0
531701,2176,0,0,0,0,0,0
531702,2176,0,0,0,0,0,0
531703,2176,0,0,0,0,0,0
531704,2176,0,0,0,0,0,0
531705,2378,0,0,0,0,0,0
531706,884,0,0,0,0,0,0
531707,128,0,0,0,0,0,0
531708,560,0,0,0,0,0,0
531709,884,0,0,0,0,0,0
531710,128,0,0,0,0,0,0
531711,224,0,0,0,0,0,0
531712,1564,0,0,0,0,0,0
531713,1440,0,0,0,0,0,0
531714,1280,0,0,0,0,0,0
531715,1280,0,0,0,0,0,0
531716,1280,0,0,0,0,0,0
531717,1264,0,0,0,0,0,0
531718,1024,0,0,0,0,0,0
531719,1024,0,0,0,0,0,0
531720,1024,0,0,0,0,0,0
531721,1024,0,0,0,0,0,0
531722,1024,0,0,0,0,0,0
531723,1024,0,0,0,0,0,0
531724,1024,0,0,0,0,0,0
531725,1024,0,0,0,0,0,0
531726,1024,0,0,0,0,0,0
531727,1024,0,0,0,0,0,0
531728,1024,0,0,0,0,0,0
531729,1024,0,0,0,0,0,0
531730,1024,0,0,0,0,0,0
531731,1024,0,0,0,0,0,0
531732,1024,0,0,0,0,0,0
531733,1024,0,0,0,0,0,0
531734,1024,0,0,0,0,0,0
531735,1024,0,0,0,0,0,0
531736,1024,0,0,0,0,0,0
531737,1024,0,0,0,0,0,0
531738,1024,0,0,0,0,0,0
531739,1024,0,0,0,0,0,0
531740,1024,0,0,0,0,0,0
531741,1024,0,0,0,0,0,0
531742,1024,0,0,0,0,0,0
531743,1024,0,0,0,0,0,0
531744,1024,0,0,0,0,0,0
531745,1024,0,0,0,0,0,0
531746,1024,0,0,0,0,0,0
531747,1024,0,0,0,0,0,0
531748,1024,0,0,0,0,0,0
531749,1024,0,0,0,0,0,0
531750,1024,0,0,0,0,0,0
531751,1024,0,0,0,0,0,0
531752,1024,0,0,0,0,0,0
531753,1024,0,0,0,0,0,0
531754,1024,0,0,0,0,0,0
531755,1024,0,0,0,0,0,0
531756,1024,0,0,0,0,0,0
531757,1024,0,0,0,0,0,0
531758,1024,0,0,0,0,0,0
531759,1024,0,0,0,0,0,0
531760,1024,0,0,0,0,0,0
531761,1024,0,0,0,0,0,0
531762,1024,0,0,0,0,0,0
531763,1024,0,0,0,0,0,0
531764,1024,0,0,0,0,0,0
531765,1024,0,0,0,0,0,0
531766,1024,0,0,0,0,0,0
531767,1024,0,0,0,0,0,0
531768,1024,0,0,0,0,0,0
531769,1024,0,0,0,0,0,0
531770,1024,0,0,0,0,0,0
531771,1024,0,0,0,0,0,0
531772,1024,0,0,0,0,0,0
531773,1024,0,0,0,0,0,0
531774,1024,0,0,0,0,0,0
531775,1024,0,0,0,0,0,0
531776,1024,0,0,0,0,0,0
531777,1024,0,0,0,0,0,0
531778,1024,0,0,0,0,0,0
531779,1024,0,0,0,0,0,0
531780,1024,0,0,0,0,0,0
531781,1024,0,0,0,0,0,0
531782,1024,0,0,0,0,0,0
531783,1024,0,0,0,0,0,0
531784,1024,0,0,0,0,0,0
531785,1024,0,0,0,0,0,0
531786,1024,0,0,0,0,0,0
531787,1024,0,0,0,0,0,0
531788,1024,0,0,0,0,0,0
531789,1024,0,0,0,0,0,0
531790,1024,0,0,0,0,0,0
531791,1024,0,0,0,0,0,0
531792,1024,0,0,0,0,0,0
531793,1024,0,0,0,0,0,0
531794,1024,0,0,0,0,0,0
531795,1024,0,0,0,0,0,0
531796,1024,0,0,0,0,0,0
531797,1024,0,0,0,0,0,0
531798,1024,0,0,0,0,0,0
531799,1024,0,0,0,0,0,0
531800,1024,0,0,0,0,0,0
531801,1024,0,0,0,0,0,0
531802,1024,0,0,0,0,0,0
531803,1024,0,0,0,0,0,0
531804,1024,0,0,0,0,0,0
531805,1024,0,0,0,0,0,0
531806,1024,0,0,0,0,0,0
531807,1024,0,0,0,0,0,0
531808,1024,0,0,0,0,0,0
531809,1024,0,0,0,0,0,0
531810,1024,0,0,0,0,0,0
531811,1024,0,0,0,0,0,0
531812,1024,0,0,0,0,0,0
531813,1024,0,0,0,0,0,0
531814,1024,0,0,0,0,0,0
531815,1024,0,0,0,0,0,0
531816,1024,0,0,0,0,0,0
531817,1024,0,0,0,0,0,0
531818,1024,0,0,0,0,0,0
531819,1024,0,0,0,0,0,0
531820,1024,0,0,0,0,0,0
531821,1024,0,0,0,0,0,0
531822,1024,0,0,0,0,0,0
531823,1024,0,0,0,0,0,0
531824,1024,0,0,0,0,0,0
531825,1024,0,0,0,0,0,0
531826,1024,0,0,0,0,0,0
531827,1024,0,0,0,0,0,0
531828,1024,0,0,0,0,0,0
531829,1024,0,0,0,0,0,0
531830,1024,0,0,0,0,0,0
531831,1024,0,0,0,0,0,0
531832,1024,0,0,0,0,0,0
531833,1024,0,0,0,0,0,0
531834,1024,0,0,0,0,0,0
531835,1024,0,0,0,0,0,0
531836,1024,0,0,0,0,0,0
531837,1024,0,0,0,0,0,0
531838,1024,0,0,0,0,0,0
531839,1024,0,0,0,0,0,0
531840,1024,0,0,0,0,0,0
531841,1024,0,0,0,0,0,0
531842,1024,0,0,0,0,0,0
531843,1024,0,0,0,0,0,0
531844,1024,0,0,0,0,0,0
531845,1024,0,0,0,0,0,0
531846,1024,0,0,0,0,0,0
531847,1024,0,0,0,0,0,0
531848,1024,0,0,0,0,0,0
531849,1024,0,0,0,0,0,0
531850,1024,0,0,0,0,0,0
531851,1024,0,0,0,0,0,0
531852,1024,0,0,0,0,0,0
531853,1024,0,0,0,0,0,0
531854,1024,0,0,0,0,0,0
531855,1024,0,0,0,0,0,0
531856,1024,0,0,0,0,0,0
531857,1024,0,0,0,0,0,0
531858,1024,0,0,0,0,0,0
531859,1024,0,0,0,0,0,0
531860,1024,0,0,0,0,0,0
531861,1024,0,0,0,0,0,0
531862,1024,0,0,0,0,0,0
531863,1024,0,0,0,0,0,0
531864,1024,0,0,0,0,0,0
531865,1024,0,0,0,0,0,0
531866,1024,0,0,0,0,0,0
531867,1024,0,0,0,0,0,0
531868,1024,0,0,0,0,0,0
531869,1024,0,0,0,0,0,0
531870,1024,0,0,0,0,0,0
531871,1024,0,0,0,0,0,0
531872,1024,0,0,0,0,0,0
531873,1024,0,0,0,0,0,0
531874,1024,0,0,0,0,0,0
531875,1024,0,0,0,0,0,0
531876,1024,0,0,0,0,0,0
531877,1024,0,0,0,0,0,0
531878,1024,0,0,0,0,0,0
531879,1024,0,0,0,0,0,0
531880,1024,0,0,0,0,0,0
531881,1024,0,0,0,0,0,0
531882,1024,0,0,0,0,0,0
531883,1024,0,0,0,0,0,0
531884,1024,0,0,0,0,0,0
531885,1024,0,0,0,0,0,0
531886,1024,0,0,0,0,0,0
531887,1024,0,0,0,0,0,0
531888,1024,0,0,0,0,0,0
531889,1024,0,0,0,0,0,0
531890,1024,0,0,0,0,0,0
531891,1024,0,0,0,0,0,0
531892,1024,0,0,0,0,0,0
531893,1024,0,0,0,0,0,0
531894,1024,0,0,0,0,0,0
531895,1024,0,0,0,0,0,0
531896,1024,0,0,0,0,0,0
531897,1024,0,0,0,0,0,0
531898,1024,0,0,0,0,0,0
531899,1024,0,0,0,0,0,0
531900,1024,0,0,0,0,0,0
531901,1024,0,0,0,0,0,0
531902,1024,0,0,0,0,0,0
531903,1024,0,0,0,0,0,0
531904,1024,0,0,0,0,0,0
531905,1024,0,0,0,0,0,0
531906,1024,0,0,0,0,0,0
531907,1024,0,0,0,0,0,0
531908,1024,0,0,0,0,0,0
531909,1024,0,0,0,0,0,0
531910,1024,0,0,0,0,0,0
531911,1024,0,0,0,0,0,0
531912,1024,0,0,0,0,0,0
531913,1024,0,0,0,0,0,0
531914,1024,0,0,0,0,0,0
531915,1024,0,0,0,0,0,0
531916,1024,0,0,0,0,0,0
531917,1024,0,0,0,0,0,0
531918,1024,0,0,0,0,0,0
531919,1024,0,0,0,0,0,0
531920,1024,0,0,0,0,0,0
531921,1024,0,0,0,0,0,0
531922,1024,0,0,0,0,0,0
531923,1024,0,0,0,0,0,0
531924,1024,0,0,0,0,0,0
531925,1024,0,0,0,0,0,0
531926,1024,0,0,0,0,0,0
531927,1024,0,0,0,0,0,0
531928,1024,0,0,0,0,0,0
531929,1024,0,0,0,0,0,0
531930,1024,0,0,0,0,0,0
531931,1024,0,0,0,0,0,0
531932,1024,0,0,0,0,0,0
531933,1024,0,0,0,0,0,0
531934,1024,0,0,0,0,0,0
531935,1024,0,0,0,0,0,0
531936,1024,0,0,0,0,0,0
531937,1024,0,0,0,0,0,0
531938,1024,0,0,0,0,0,0
531939,1024,0,0,0,0,0,0
531940,1024,0,0,0,0,0,0
531941,1024,0,0,0,0,0,0
531942,1024,0,0,0,0,0,0
531943,1024,0,0,0,0,0,0
531944,1024,0,0,0,0,0,0
531945,1024,0,0,0,0,0,0
531946,1024,0,0,0,0,0,0
531947,1024,0,0,0,0,0,0
531948,1024,0,0,0,0,0,0
531949,1024,0,0,0,0,0,0
531950,1024,0,0,0,0,0,0
531951,1024,0,0,0,0,0,0
531952,1024,0,0,0,0,0,0
531953,1024,0,0,0,0,0,0
531954,1024,0,0,0,0,0,0
531955,1024,0,0,0,0,0,0
531956,1024,0,0,0,0,0,0
531957,1024,0,0,0,0,0,0
531958,1024,0,0,0,0,0,0
531959,1024,0,0,0,0,0,0
531960,1024,0,0,0,0,0,0
531961,1024,0,0,0,0,0,0
531962,1024,0,0,0,0,0,0
531963,1024,0,0,0,0,0,0
531964,1024,0,0,0,0,0,0
531965,1024,0,0,0,0,0,0
531966,1024,0,0,0,0,0,0
531967,1024,0,0,0,0,0,0
531968,1024,0,0,0,0,0,0
531969,1024,0,0,0,0,0,0
531970,1024,0,0,0,0,0,0
531971,1024,0,0,0,0,0,0
